Sigfox;Serial;No;Pac;RTS;Serial;No
00C53636;BFE4CB7053775B7C;0000001421136678;null;66;IceMeter;Pulse
00C5385F;ECAFCDA7725A197F;0000001421136813;null;17;IceMeter;Pulse
00C53C3D;8F791CEDF0850C71;0000001321136284;null;15;IceMeter;Pulse
00C53C4D;EE526D2EDC246CEB;0000001121132633;null;56;IceMeter;Pulse
00C53E61;229AF718DFC08A8C;0000001321136345;null;51;IceMeter;Pulse
00C53E64;46F9E4963141A033;0000001221135235;null;35;IceMeter;Pulse
00C53E6C;CE2CA7123513B7E0;0000001321136148;null;34;IceMeter;Pulse
00C53EFA;4966549014A1216F;0000001421136621;null;68;IceMeter;Pulse
00C53FA0;664C9CCE9EB75033;0000001421137131;null;16;IceMeter;Pulse
00C54134;21BCFE788879ECE4;0000001421136667;null;80;IceMeter;Pulse
00C54C49;CC5101D08A2F9F8D;0000001421137667;null;23;IceMeter;Pulse
00C54E3C;12A690C208C5D458;0000001421137213;null;9;IceMeter;Pulse
00C54E6F;6CB3173D7E08E986;0000001421137662;null;10;IceMeter;Pulse
00C54E7E;4DB4690700B53215;0000001421137719;null;53;IceMeter;Pulse
00C550A6;3F9A8E1E290AB4E0;0000001421137717;null;3;IceMeter;Pulse
00C552C5;A14B997A92C23557;0000001421137714;null;52;IceMeter;Pulse
00C55DD7;705EBEFC7EE7B855;0000001421136961;null;12;IceMeter;Pulse
00C5672E;48099D614C63FEC2;0000000462085024;null;7;IceMeter;Pulse
00C56E49;1069AFFC3006D901;0000001021130813;null;66;IceMeter;Pulse
00C573A8;C6F0B6E67C82B165;0000001321136378;null;75;IceMeter;Pulse
00C57430;0A23985869DBEB73;0000001221134597;null;36;IceMeter;Pulse
00C57595;BE6BECD4B619A293;0000001121132838;null;67;IceMeter;Pulse
00C57599;56AF19C94457D874;0000001321136366;null;76;IceMeter;Pulse
00C575DB;FD0C17B4E4BD3726;0000001421137208;null;13;IceMeter;Pulse
00C57896;FD9761EBBC805EBB;0000001221135232;null;24;IceMeter;Pulse
00C578C4;207D8341A5260F22;0000001121132406;null;65;IceMeter;Pulse
00C580CD;B5306EB38301D701;0000001421136556;null;74;IceMeter;Pulse
00C580FA;8632B4DB38227909;0000001421136597;null;79;IceMeter;Pulse
00C58117;65159923B15CFDB5;0000001421136593;null;72;IceMeter;Pulse
00C58124;A2F714519EF5B6A0;0000001421136604;null;80;IceMeter;Pulse
00C587C0;A3017A5E666E5CA4;0000001421137661;null;23;IceMeter;Pulse
00C58EEB;D707FF21C03FE2D1;0000001121132808;null;65;IceMeter;Pulse
00C59357;E15E635BB6C37466;0000001121132139;null;15;IceMeter;Pulse
00C59364;F49CC27080F07BB2;0000001121132409;null;40;IceMeter;Pulse
00C59366;1284444001041AF0;0000001121132401;null;48;IceMeter;Pulse
00C59F53;186B587A9508F5BE;0000001221135439;null;50;IceMeter;Pulse
00C5A3C8;D04F7CBDC26B9E07;0000001121134167;null;38;IceMeter;Pulse
00C5A3CD;D158CAA70DCC6777;0000001121133320;null;69;IceMeter;Pulse
00C5A5E3;B0D7265CCABC9B15;0000001221134589;null;50;IceMeter;Pulse
00C5A5E9;0F85B3A2FD8A1926;0000001221134569;null;69;IceMeter;Pulse
00C5A5EE;8FE1DAEA382B7145;0000001121134166;null;37;IceMeter;Pulse
00C5A5F8;9599B4D426D1F711;0000001021130259;null;57;IceMeter;Pulse
00C5A5F9;F6D483AB4AFBE017;0000001221134405;null;75;IceMeter;Pulse
00C5A80D;32C86B579C81B8FF;0000001121133224;null;50;IceMeter;Pulse
00C5A80F;699A4D2809ACD70D;0000001221134443;null;72;IceMeter;Pulse
00C5A815;9989A79260836B8E;0000001221134591;null;11;IceMeter;Pulse
00C5A820;EBD94874ABB74AE4;0000001221134510;null;34;IceMeter;Pulse
00C5A827;EA56C9B82354BF97;0000001221135456;null;60;IceMeter;Pulse
00C5A82B;5822AE28FB290F5D;0000001221134407;null;71;IceMeter;Pulse
00C5A82E;F0CA27C8290CC725;0000001221134593;null;9;IceMeter;Pulse
00C5A82F;E48464F70C3AA1F4;0000001221135463;null;66;IceMeter;Pulse
00C5AA3F;4AA03D1EAB3A72AD;0000001021130255;null;75;IceMeter;Pulse
00C5AA4A;9187CBCBF74E89C5;0000001121133797;null;79;IceMeter;Pulse
00C5AA4D;B14EC369DC02AFA5;0000001221134439;null;70;IceMeter;Pulse
00C5AA50;610E799CC10720A7;0000001221134402;null;69;IceMeter;Pulse
00C5AA64;D31F9D2809E28DAC;0000001321136278;null;13;IceMeter;Pulse
00C5ACC9;995033CA0D94AE75;0000001221134397;null;39;IceMeter;Pulse
00C5AEEC;19CFD2B0DBD6C28F;0000001121134361;null;46;IceMeter;Pulse
00C5AEF1;A2E05E526C12BFCB;0000001121134366;null;75;IceMeter;Pulse
00C5AEF8;D07A8E3C50945B31;0000001221134878;null;19;IceMeter;Pulse
00C5AEFE;7D2FD73C27F3D708;0000001121134232;null;72;IceMeter;Pulse
00C5B0D7;A21C6392C46CD83D;0000001121134212;null;55;IceMeter;Pulse
00C5B108;254D18A837B38D41;0000000821127068;null;7;IceMeter;Pulse
00C5B128;FD9BFEB01011C06D;0000001021130349;null;16;IceMeter;Pulse
00C5B579;06E06AB88E49C7A2;0000001121134286;null;36;IceMeter;Pulse
00C5B780;E561926A568D5533;0000001121132894;null;34;IceMeter;Pulse
00C5B9D3;51D365A31B12D695;0000001221134565;null;80;IceMeter;Pulse
00C5BBE2;B9C2E8C33F33E7C1;0000000921128313;null;16;IceMeter;Pulse
00C5BE36;202B112E103C293B;0000001121132903;null;35;IceMeter;Pulse
00C5BE59;72E70FC243DDC80A;0000001021130295;null;69;IceMeter;Pulse
00C5BE5D;356D9EFC78F235C5;0000001221134949;null;12;IceMeter;Pulse
00C5BE62;6D03117A98C2C742;0000001221134527;null;11;IceMeter;Pulse
00C5BE67;91B40CE1B3276EF6;0000001021130298;null;71;IceMeter;Pulse
00C5BE6A;AEDDDE5A9FCECD12;0000001121134289;null;19;IceMeter;Pulse
00C5BE6B;79AFFC1786A51B57;0000001021130304;null;77;IceMeter;Pulse
00C5BE6C;C722660C0AA500C7;0000001221134534;null;11;IceMeter;Pulse
00C5BE6D;F3D2975CAFA5CD92;0000001221134448;null;65;IceMeter;Pulse
00C5BE6F;9171A74F90D1BA91;0000001221134526;null;10;IceMeter;Pulse
00C5BE73;DC62CB6D4B29B208;0000001121134280;null;10;IceMeter;Pulse
00C5BE7C;5679DD00295C89D6;0000000921128692;null;6;IceMeter;Pulse
00C5C06C;DA57114C262DF6A6;0000001121132898;null;18;IceMeter;Pulse
00C5C087;B89B5A2127308520;0000001121134315;null;12;IceMeter;Pulse
00C5C4DB;9FED959DDBA261DB;0000000921128936;null;5;IceMeter;Pulse
00C5C4DD;9CCD579A6599923C;0000000921128938;null;6;IceMeter;Pulse
00C5C4E1;F92E9695B0AA1C3B;0000000721122846;null;8;IceMeter;Pulse
00C5C723;3971801FB87B5B7D;0000001321136289;null;8;IceMeter;Pulse
00C5C724;82BBAA1DD1AA9AD6;0000001021130297;null;67;IceMeter;Pulse
00C5C725;EB36FD17A272E889;0000001021130004;null;48;IceMeter;Pulse
00C5C735;7F58F7151837F6E8;0000001021130282;null;66;IceMeter;Pulse
00C5C946;39E50C94DFAB2480;0000001021130302;null;8;IceMeter;Pulse
00C5C954;22395B199923B63D;0000001221134516;null;24;IceMeter;Pulse
00C5C95A;7B03FBF05478C815;0000001121133825;null;80;IceMeter;Pulse
00C5CB98;9E1F70167DB6647C;0000001121134156;null;48;IceMeter;Pulse
00C5CDBE;6CB446B67442FF8F;0000001121134154;null;38;IceMeter;Pulse
00C5D221;F7BB8530841D70B7;0000001121134164;null;51;IceMeter;Pulse
00C5D447;9F53C088A9270B0A;0000001221134401;null;56;IceMeter;Pulse
00C5D449;CC44A4341CDEF05C;0000001221134422;null;37;IceMeter;Pulse
00C5D44F;E67D5649E3712C87;0000001321136162;null;36;IceMeter;Pulse
00C5D666;E191E9CE3B8B0AA4;0000001221134437;null;78;IceMeter;Pulse
00C5D679;CE56E04502DA1B06;0000001121134321;null;12;IceMeter;Pulse
00C5D683;647F20D3A046EAE3;0000001121134347;null;35;IceMeter;Pulse
00C5D897;DD306BFD920DA80C;0000001321136169;null;34;IceMeter;Pulse
00C5D89C;CFBCAEB7C8CE7604;0000001321136171;null;36;IceMeter;Pulse
00C5D8A1;8EFBBF5EB941FFD3;0000001321136167;null;9;IceMeter;Pulse
00C5D8A3;97FC2E129B93BABC;0000001121133327;null;55;IceMeter;Pulse
00C5D8A9;2C57EBC90709443A;0000001121132774;null;65;IceMeter;Pulse
00C5D8AA;D0BF3832BFDC6BD9;0000001121133252;null;54;IceMeter;Pulse
00C5D8B6;A987BC87E90E316B;0000001121133839;null;72;IceMeter;Pulse
00C5D8B7;391FB030768C3346;0000001021131538;null;45;IceMeter;Pulse
00C5D8B8;4DEA2C89BFD11A73;0000001021130319;null;67;IceMeter;Pulse
00C5DAC6;2259F4F0FA54F0AB;0000001121133296;null;65;IceMeter;Pulse
00C5DACA;1923D23565F55108;0000001021130222;null;46;IceMeter;Pulse
00C5DD01;16034E8EE1D803A8;0000001121132513;null;77;IceMeter;Pulse
00C5E011;A40A9C1D50036E52;0000001121134290;null;11;IceMeter;Pulse
00C5E084;EB93266589A88434;0000001221135256;null;20;IceMeter;Pulse
00C5E089;F30EBD8477BE2376;0000001221135242;null;13;IceMeter;Pulse
00C5E093;D1CBDB5F00C0E5FC;0000001221135251;null;10;IceMeter;Pulse
00C5E095;4F8BF973C1E25DC8;0000001221135047;null;66;IceMeter;Pulse
00C5E09E;9716F08F8CBE9AA5;0000001121133315;null;68;IceMeter;Pulse
00C5E133;8947F4492153DAA0;0000001121134314;null;12;IceMeter;Pulse
00C5E138;6E8E4CD9DB20B1B1;0000001121132415;null;57;IceMeter;Pulse
00C5E139;94562E70C93B32BC;0000001121132754;null;50;IceMeter;Pulse
00C5E13A;A96EBA98BF7EFCCE;0000001321136288;null;14;IceMeter;Pulse
00C5E1BC;C641C27079EBFD42;0000000921128800;null;5;IceMeter;Pulse
00C5E835;3742543484E923FB;0000001221135252;null;23;IceMeter;Pulse
00C5E837;CAD4217C6AC9E169;0000001121133228;null;67;IceMeter;Pulse
00C5E9D1;8B984C801DFDD32E;0000001221135378;null;59;IceMeter;Pulse
00C5E9DB;B10DF2947B18799C;0000001121133136;null;69;IceMeter;Pulse
00C5E9E0;C8B8A8225BF57D4E;0000001121133141;null;67;IceMeter;Pulse
00C5E9EF;FD54ADE0F0E332B5;0000001121132466;null;37;IceMeter;Pulse
00C5ED99;B40B4C04F481FDA7;0000001121133186;null;66;IceMeter;Pulse
00C5EDA0;A0505A27D3F7D677;0000001021130025;null;74;IceMeter;Pulse
00C5EDA2;5BF9E8E42E9E2D95;0000001121133322;null;71;IceMeter;Pulse
00C5EF97;757AFE3641E84858;0000001221134475;null;9;IceMeter;Pulse
00C5EF98;6EC7AC0E7CA7F896;0000001021130221;null;16;IceMeter;Pulse
00C5EF9D;BF05B1DC6FC6CE12;0000001121134155;null;20;IceMeter;Pulse
00C5EFA0;1E2F160318DBCD7F;0000001321136166;null;9;IceMeter;Pulse
00C5EFA5;4A0AD21C8FE4FB0F;0000001121133828;null;70;IceMeter;Pulse
00C5F229;1C8F257A9DCE66EF;0000001221135247;null;23;IceMeter;Pulse
00C5F22B;B77412554BDD48A5;0000001221135250;null;37;IceMeter;Pulse
00C5F231;6C0A89981948B3D5;0000001221135049;null;65;IceMeter;Pulse
00C5F388;77177CD42AB73CC6;0000001421137353;null;32;IceMeter;Pulse
00C5F38C;B4FE376CE8BB54EB;0000001421137354;null;76;IceMeter;Pulse
00C5F3A0;2A255D3170798EFF;0000001421137671;null;13;IceMeter;Pulse
00C5F3A1;C63D49EDD4151E9B;0000001421137669;null;57;IceMeter;Pulse
00C5F3A7;A3D2B5AD6C7B643C;0000001421137665;null;21;IceMeter;Pulse
00C5F465;23007A6457E2C0A1;0000001421137660;null;37;IceMeter;Pulse
00C5F914;A66A44C0B6D7D0BD;0000001421137216;null;38;IceMeter;Pulse
00C6038B;A5975B3E23A78EE1;0000001121132725;null;77;IceMeter;Pulse
00C604AA;6F2118128F747E85;0000001121132472;null;39;IceMeter;Pulse
00C604FD;213DBC93674674F9;0000001121132908;null;10;IceMeter;Pulse
00C60645;D98025EF50E403AF;0000001321136170;null;34;IceMeter;Pulse
00C60646;70F5FD9F652AD60A;0000001221134948;null;17;IceMeter;Pulse
00C6064E;8C113FE133C5D871;0000001321136174;null;13;IceMeter;Pulse
00C60654;DAD787AB75D79C78;0000001321136142;null;18;IceMeter;Pulse
00C60658;C25381EFF7C3BA45;0000001321136144;null;18;IceMeter;Pulse
00C60662;8CE77621E737F90D;0000001221135231;null;36;IceMeter;Pulse
00C60788;DBA56B91CD6366DB;0000001321136323;null;79;IceMeter;Pulse
00C6080F;1D7FCC6ECFB8CA2E;0000000921129194;null;5;IceMeter;Pulse
00C6243A;E9C3239791E20402;0000001321136306;null;58;IceMeter;Pulse
00C62FB0;833D92FE16453409;0000000621120669;null;8;IceMeter;Pulse
00C695FC;1A7EB75336C4F655;0000000521118334;null;6;IceMeter;Pulse
00C696F0;934057B7EBA8119C;0000001121133820;null;67;IceMeter;Pulse
00C696F5;8B29F9373DB27F1F;0000001121133332;null;79;IceMeter;Pulse
00C696FB;E8A7B943A3A4D6F0;0000001221134511;null;26;IceMeter;Pulse
00C696FD;1546DEB630789A17;0000001121133818;null;59;IceMeter;Pulse
00C697B8;E85DBB0E3CB149C0;0000001221134506;null;12;IceMeter;Pulse
00C697BB;07838E47DDD5D66F;0000001121132870;null;11;IceMeter;Pulse
00C697CC;8AC49F2E21F71A60;0000001221134427;null;75;IceMeter;Pulse
00C697CD;A0DD2B5A0897ABEA;0000001221134425;null;54;IceMeter;Pulse
00C697CF;23F0183D4DB55F08;0000001121133808;null;76;IceMeter;Pulse
00C697D9;885B6003EC7DA0CD;0000001221134507;null;33;IceMeter;Pulse
00C698B5;3ADE70D346948593;0000001121133816;null;58;IceMeter;Pulse
00C698CE;817F015ACC1567FD;0000001221134436;null;73;IceMeter;Pulse
00C6990D;1BE19FCBB9739F37;0000001121133813;null;70;IceMeter;Pulse
00C69914;6C38D55D8C3A9693;0000001221134424;null;38;IceMeter;Pulse
00C69923;12FE1381F07F9341;0000001121133814;null;78;IceMeter;Pulse
00C6992F;1BE4FF6BD1474AAB;0000001221134501;null;46;IceMeter;Pulse
00C6A7D8;DD7F9C8CFC3126DD;0000001221135099;null;67;IceMeter;Pulse
00C6B11A;797AF2A2B0E8912F;0000000332038755;null;5;IceMeter;Pulse
00C6BC68;52A9B47311246635;0000001221135167;null;21;IceMeter;Pulse
00C6BC6D;86A1A104C12DD9A6;0000001021130022;null;48;IceMeter;Pulse
00C6BC7B;5CE6F4A6FED3DA63;0000001121132432;null;54;IceMeter;Pulse
00C6BE91;2B24F6FE2BBB5FFD;0000001221135138;null;7;IceMeter;Pulse
00C6BE97;5FA30CBC2A208984;0000000821126225;null;7;IceMeter;Pulse
00C6C0C4;4ADCFC3A2175555A;0000001121132448;null;14;IceMeter;Pulse
00C6C0D8;EB3CFCA1B2AD32EE;0000001021130761;null;60;IceMeter;Pulse
00C6C2FB;179FFF9699636DD4;0000001121132446;null;55;IceMeter;Pulse
00C6C30C;698B8CDF535FDCA4;0000001121132825;null;73;IceMeter;Pulse
00C6C403;FB89ED485CBED541;0000001421136687;null;68;IceMeter;Pulse
00C6C527;CA3D372B2B4F9171;0000001221135185;null;34;IceMeter;Pulse
00C6C52F;3850E4A03362795D;0000001221135057;null;66;IceMeter;Pulse
00C6C55D;446E1C7E7A1B4CAE;0000000721125398;null;7;IceMeter;Pulse
00C6C615;12D1B56B0595124A;0000001421136617;null;57;IceMeter;Pulse
00C6C6BC;2AE4EAF4F2C595B0;0000001121132391;null;46;IceMeter;Pulse
00C6C6BD;16CF08C176FCF8A8;0000001121132390;null;48;IceMeter;Pulse
00C6C759;8443B0DC58A0DA01;0000001221135065;null;70;IceMeter;Pulse
00C6C97C;44848DD57E12F8C8;0000001221135357;null;73;IceMeter;Pulse
00C6CA8C;91C894232919B9B2;0000001421136672;null;65;IceMeter;Pulse
00C6CA92;D574EB3164AD37E8;0000001421137707;null;20;IceMeter;Pulse
00C6CCAB;F611932F224B5D6F;0000001421137705;null;52;IceMeter;Pulse
00C6D1A0;1EF1FEB4468AE39D;0000000721125305;null;5;IceMeter;Pulse
00C6D398;EF140BBB8F4C84BC;0000001121132909;null;33;IceMeter;Pulse
00C6D56B;BC9538A8A1AA7325;0000001421136619;null;75;IceMeter;Pulse
00C6D56D;93B05F9E927D04F0;0000001421137702;null;52;IceMeter;Pulse
00C6D5AF;3C6475C6A8971BBB;0000001221135226;null;37;IceMeter;Pulse
00C6D95F;12050E21EB829DB8;0000000621120581;null;6;IceMeter;Pulse
00C6DA46;397A75F35DEB25C5;0000001121132637;null;80;IceMeter;Pulse
00C6DC5C;065B909FF283BC8A;0000001321136282;null;9;IceMeter;Pulse
00C6DC7C;BF2DD5215A5CE887;0000001321136146;null;17;IceMeter;Pulse
00C6DC8B;623A5A5D6A489CA7;0000001421137166;null;19;IceMeter;Pulse
00C6DE8B;E0071AF7A4AA7309;0000001121132141;null;14;IceMeter;Pulse
00C6DE8F;34AAC4676CAE1FD3;0000001221135074;null;58;IceMeter;Pulse
00C6E84B;B66A32C963D7ABAF;0000001121134237;null;71;IceMeter;Pulse
00C6E855;CDB2E70AD2EBAD43;0000001121132145;null;15;IceMeter;Pulse
00C6E861;40CEB0AE16446632;0000001021130950;null;78;IceMeter;Pulse
00C6EBB1;067A80958A6F56ED;0000001321136329;null;56;IceMeter;Pulse
00C6EBCD;738CD19F47656ADF;0000000521117781;null;8;IceMeter;Pulse
00C6EDE6;6188B2603D945046;0000001421137467;null;46;IceMeter;Pulse
00C6F23C;27A1C09B214637B4;0000000621120452;null;8;IceMeter;Pulse
00C6F34E;13E173756CCB5912;0000001021130778;null;67;IceMeter;Pulse
00C6F6B4;A0C3738F0469F9B3;0000000921129133;null;74;IceMeter;Pulse
00C6F9BA;C52FADA9BD8A0088;0000001321136160;null;15;IceMeter;Pulse
00C6FA7F;687550E28866C67E;0000001021130911;null;46;IceMeter;Pulse
00C6FA83;28C9EB685458EF5B;0000001121134226;null;51;IceMeter;Pulse
00C6FB4E;15230CBDAC32C6E1;0000000821126143;null;7;IceMeter;Pulse
00C6FD93;B78B81951701A527;0000000821126145;null;6;IceMeter;Pulse
00C70935;BC8CD721EA440CE7;0000001121133305;null;51;IceMeter;Pulse
00C71931;AB5D9B99ACE05794;0000000621120443;null;5;IceMeter;Pulse
00C73282;E3722AEFA22C30AF;0000001421136703;null;78;IceMeter;Pulse
00C7328C;5B5542E137DB5ED2;0000001421136702;null;77;IceMeter;Pulse
00C734DE;CEB61E717D2210A3;0000001421137675;null;40;IceMeter;Pulse
00C7352A;251986AABDED04B7;0000000621120671;null;6;IceMeter;Pulse
00C735F8;10B67497387A01F3;0000001221135531;null;79;IceMeter;Pulse
00C73678;1D6BB514EB6064F9;0000001221135504;null;72;IceMeter;Pulse
00C7367A;CB80373A6CB92016;0000001221135460;null;78;IceMeter;Pulse
00C73680;9DF34539D9DDBD47;0000001121132871;null;11;IceMeter;Pulse
00C73682;5CCB07BCB7F5F65E;0000001121132878;null;10;IceMeter;Pulse
00C73684;AA0471D4D8679857;0000001221134585;null;49;IceMeter;Pulse
00C7368C;5ED842AA2DB21898;0000001221134579;null;48;IceMeter;Pulse
00C73691;F3EB0528F97C3AFF;0000001221134578;null;49;IceMeter;Pulse
00C73692;073FB2C18FBEA2D7;0000001221134904;null;17;IceMeter;Pulse
00C736C5;1E96239EEFCF6BD9;0000001621143489;null;47;IceMeter;Pulse
00C736D7;C84221FEA88AAAEE;0000001621143500;null;72;IceMeter;Pulse
00C736E6;13CBB2AC79E08676;0000001421136880;null;17;IceMeter;Pulse
00C73822;234F2D4889A952FB;0000001121134211;null;74;IceMeter;Pulse
00C738A9;A9F00C80379438E8;0000001121134242;null;78;IceMeter;Pulse
00C738FC;05BD78708DE855F5;0000001421137136;null;56;IceMeter;Pulse
00C73ADA;2134661C09102F71;0000001221134604;null;37;IceMeter;Pulse
00C73AEA;7B24CEA50C244D3E;0000001221135523;null;74;IceMeter;Pulse
00C73AED;BBABAFD3CEA4DB4C;0000001221135469;null;72;IceMeter;Pulse
00C73B1E;EAD3FCEF2722575F;0000001421137098;null;48;IceMeter;Pulse
00C73C91;03809376654D1059;0000001221134552;null;39;IceMeter;Pulse
00C73D19;0964E7E9CA380498;0000001221134454;null;63;IceMeter;Pulse
00C73D24;C4567EFEE8ED488F;0000001121133355;null;47;IceMeter;Pulse
00C73D64;40A312E98EDFB604;0000001621143491;null;56;IceMeter;Pulse
00C73D65;8F903305A51A1F94;0000001421137078;null;21;IceMeter;Pulse
00C73D66;E732C0619748931D;0000001421137129;null;22;IceMeter;Pulse
00C73D76;81C0C0431CA3846B;0000001421136560;null;69;IceMeter;Pulse
00C73EB4;974280087ACFE786;0000001221134902;null;19;IceMeter;Pulse
00C73EC6;5688F54E9B33C9E9;0000001221135562;null;79;IceMeter;Pulse
00C73F34;60F48CDF259D8A72;0000001221135546;null;72;IceMeter;Pulse
00C73F39;B8F5F8EC085C7D1A;0000001221135477;null;80;IceMeter;Pulse
00C73F42;2564B8C19C2D0208;0000001321136076;null;27;IceMeter;Pulse
00C73F45;2F05916547AEE77A;0000001121133209;null;79;IceMeter;Pulse
00C73F4B;EACB1C97ED009938;0000001221134570;null;58;IceMeter;Pulse
00C73F4E;1302C6455E3889DC;0000001221134575;null;19;IceMeter;Pulse
00C73F83;F3C02D1BD5F97282;0000001621143492;null;43;IceMeter;Pulse
00C73F8B;B2441E82EE66F240;0000001421137141;null;16;IceMeter;Pulse
00C740DC;E8D5D85365CC64D5;0000001321136381;null;54;IceMeter;Pulse
00C740E5;A535983CFCB4CE19;0000001221134470;null;39;IceMeter;Pulse
00C740F3;7CFF5374E4ECFDA8;0000001121134202;null;53;IceMeter;Pulse
00C74167;D73473767F782A71;0000001121133353;null;76;IceMeter;Pulse
00C74169;89C74541B17C8539;0000001221135470;null;72;IceMeter;Pulse
00C7416C;2AD095496BF2489B;0000001121133773;null;78;IceMeter;Pulse
00C7416E;21DF511F948D5AE1;0000001221134584;null;57;IceMeter;Pulse
00C74316;24EC20A0DD1E0D77;0000001121133155;null;73;IceMeter;Pulse
00C74317;20CFCBCB65CE5441;0000001221134540;null;9;IceMeter;Pulse
00C74319;F1F2EC9384B611BF;0000001121133259;null;52;IceMeter;Pulse
00C7431A;01EE449D04CC2757;0000001221134542;null;13;IceMeter;Pulse
00C7431D;C0F17043C74FC93F;0000001221134546;null;33;IceMeter;Pulse
00C743F4;83812FF3A13EBFE6;0000001621143485;null;52;IceMeter;Pulse
00C74415;A5D89608CC378965;0000001421136758;null;7;IceMeter;Pulse
00C74544;966583BCC42F13C2;0000000621120572;null;7;IceMeter;Pulse
00C7458E;210A34907E730FFB;0000001121132477;null;38;IceMeter;Pulse
00C74616;F830A5D4C85FEF56;0000001621143501;null;55;IceMeter;Pulse
00C74695;10F6D5D692D160EC;0000000621119558;null;6;IceMeter;Pulse
00C7476E;FC4E598A52471636;0000001221134545;null;12;IceMeter;Pulse
00C74774;C279FF665D1085A7;0000001221134541;null;27;IceMeter;Pulse
00C747FD;0BF81B28CE4471D2;0000001221135487;null;71;IceMeter;Pulse
00C74862;13F90DE4F618B2BF;0000001421136809;null;19;IceMeter;Pulse
00C7486E;52CB238947F8C67F;0000001421136788;null;53;IceMeter;Pulse
00C748C9;8B238B78F1B130A3;0000000521117801;null;5;IceMeter;Pulse
00C749B9;F96469BC9A4C9A15;0000000821125971;null;6;IceMeter;Pulse
00C74A97;19AFDB2AB5CF367B;0000001421136726;null;75;IceMeter;Pulse
00C74BCC;6638F65C5195B73F;0000001221135530;null;73;IceMeter;Pulse
00C74CD3;BE0102507AC80893;0000001421136709;null;73;IceMeter;Pulse
00C74DFB;9C7CBFDF7DEFBDC8;0000001221134544;null;20;IceMeter;Pulse
00C74E0A;6D3C9F06220ADF50;0000001221134543;null;34;IceMeter;Pulse
00C74EDF;9E858189C0D5C936;0000001421137161;null;35;IceMeter;Pulse
00C74EEF;F7B87BE6901DABA6;0000001421136711;null;71;IceMeter;Pulse
00C74EF4;0BB56C98BFCC3D52;0000001421136722;null;70;IceMeter;Pulse
00C74EF7;DA0E3C8D6E69137D;0000001421137358;null;51;IceMeter;Pulse
00C74F04;A507DD06B5FA15FD;0000001421136901;null;16;IceMeter;Pulse
00C74F07;C173B099E58A20A5;0000001421136648;null;67;IceMeter;Pulse
00C75028;630FEE3CCDE5DCF5;0000001021130235;null;45;IceMeter;Pulse
00C75121;FBB43B613160AAE1;0000001421136750;null;50;IceMeter;Pulse
00C7525C;F7430CE3AC982F30;0000001021130234;null;13;IceMeter;Pulse
00C75263;125E360025D58075;0000001221135545;null;72;IceMeter;Pulse
00C75269;C553CBE0FE126C20;0000001221134476;null;11;IceMeter;Pulse
00C75462;1CCF94E74FDC681C;0000000521117718;null;6;IceMeter;Pulse
00C754A0;61BE9782E5BD9C47;0000001121134210;null;37;IceMeter;Pulse
00C756BC;850530102A5768CF;0000001121132920;null;33;IceMeter;Pulse
00C756BD;C9C216D1E7B66AE2;0000001221134555;null;50;IceMeter;Pulse
00C756C2;D15B2577BE767383;0000001221134469;null;11;IceMeter;Pulse
00C756D1;215F19772F075B30;0000001221135549;null;59;IceMeter;Pulse
00C75902;80A8CCF20DC85EE8;0000001121133166;null;80;IceMeter;Pulse
00C75BFC;922CE96371477828;0000001421137113;null;57;IceMeter;Pulse
00C75DB2;CD822D2106889BD5;0000001121132886;null;36;IceMeter;Pulse
00C75DC3;D62AC8F6B8BECDA9;0000001121133629;null;55;IceMeter;Pulse
00C75DC6;2B258394A0BC8A0C;0000001221135390;null;60;IceMeter;Pulse
00C75DCB;88503AEF34132C13;0000001121133627;null;46;IceMeter;Pulse
00C75E4B;B0821F89637BC93D;0000001421136680;null;65;IceMeter;Pulse
00C75E58;8DAE955F6C6C35C7;0000001421136694;null;78;IceMeter;Pulse
00C75F78;675598C153293655;0000001121134209;null;56;IceMeter;Pulse
00C75F89;94987D3E34437252;0000000621120480;null;5;IceMeter;Pulse
00C75FE0;C4454967329A5A14;0000001121134165;null;71;IceMeter;Pulse
00C75FF3;B44527A5525F07EB;0000001021130260;null;57;IceMeter;Pulse
00C75FFD;B9E5F0ACA4F9FDD6;0000001121132876;null;11;IceMeter;Pulse
00C76070;88AF792A1DBE5F14;0000001421136695;null;57;IceMeter;Pulse
00C76076;2D7183308885AD67;0000001421136742;null;35;IceMeter;Pulse
00C761BD;DEFF6652810A0F85;0000001021131548;null;65;IceMeter;Pulse
00C761C5;98A20E90D5C5BC4A;0000001121133303;null;55;IceMeter;Pulse
00C7623B;633A15653A80030C;0000001221135505;null;60;IceMeter;Pulse
00C76254;A8CA6820EA88DE97;0000001121133198;null;72;IceMeter;Pulse
00C763FB;AE7B6C3F7243F676;0000001121134200;null;45;IceMeter;Pulse
00C7640E;737AE0CAE46CEED8;0000001321136340;null;72;IceMeter;Pulse
00C76468;71675DB9FDB7B2F9;0000001221134582;null;59;IceMeter;Pulse
00C76484;18647A13E1BF53F4;0000001121132882;null;8;IceMeter;Pulse
00C764DE;38470EA056109534;0000001421136777;null;51;IceMeter;Pulse
00C764EF;5CB6933714266E0D;0000001621143369;null;74;IceMeter;Pulse
00C764F2;405C82FC31C1801C;0000001621143307;null;72;IceMeter;Pulse
00C764FF;0673B37395BF46B6;0000001621143365;null;47;IceMeter;Pulse
